account_id,label_kor,DB손해보험_연결_전기말,DB손해보험_연결_당기말,DB손해보험_별도_전기말,DB손해보험_별도_당기말,DB손해보험_연결_전기_누적,DB손해보험_별도_2025-03-31_누적,DB손해보험_연결_2025-03-31_누적,DB손해보험_별도_전기_누적,DB손해보험_연결_2025-12-31_단일,DB손해보험_별도_2025-12-31_단일,DB손해보험_별도_2025-03-31,DB손해보험_별도_2024-12-31,DB손해보험_연결_2025-03-31,DB손해보험_별도_당기_단일,DB손해보험_별도_2025-03-31_단일,DB손해보험_연결_당기_단일,DB손해보험_연결_2025-03-31_단일,DB손해보험_연결_2024-12-31,KB생명_연결_당기_단일,KB생명_연결_2025-03-31_누적,KB생명_연결_2025-03-31_단일,KB생명_연결_전기_누적,KB생명_별도_전기_누적,KB생명_별도_당기_단일,KB생명_별도_2025-03-31_누적,KB생명_별도_2025-03-31_단일,KB생명_연결_전기말,KB생명_연결_당기말,KB생명_별도_전기말,KB생명_별도_당기말,KB생명_연결_2025-03-31,KB생명_별도_2025-03-31,KB손해보험_연결_2025-03-31_누적,KB손해보험_별도_당기_단일,KB손해보험_연결_전기_누적,KB손해보험_연결_당기_단일,KB손해보험_별도_2025-03-31_누적,KB손해보험_별도_전기_누적,KB손해보험_별도_2025-03-31_단일,KB손해보험_연결_2025-03-31_단일,KB손해보험_별도_당기말,KB손해보험_연결_당기말,KB손해보험_연결_2025-03-31,KB손해보험_별도_2025-03-31,KB손해보험_연결_전기말,KB손해보험_별도_전기말,교보생명_연결_전기_누적,교보생명_별도_2025-03-31_누적,교보생명_연결_2025-03-31_누적,교보생명_별도_전기_누적,교보생명_연결_2025-03-31_단일,교보생명_연결_당기_단일,교보생명_별도_당기_단일,교보생명_별도_2025-03-31_단일,교보생명_연결_전기말,교보생명_별도_전기말,교보생명_별도_당기말,교보생명_연결_당기말,교보생명_연결_2025-03-31,교보생명_별도_2025-03-31,동양생명_별도_당기말,동양생명_별도_전기말,동양생명_연결_당기말,동양생명_연결_전기말,동양생명_별도_2025-03-31_단일,동양생명_별도_2025-03-31_누적,동양생명_별도_당기_단일,동양생명_별도_전기_누적,동양생명_연결_당기_단일,동양생명_연결_전기_누적,동양생명_연결_2025-03-31_단일,동양생명_연결_2025-03-31_누적,동양생명_별도_2025-03-31,동양생명_연결_2025-03-31,메리츠화재_연결_2025-03-31_누적,메리츠화재_연결_전기_누적,메리츠화재_별도_전기_누적,메리츠화재_별도_2025-03-31_누적,메리츠화재_연결_2025-03-31_단일,메리츠화재_연결_당기_단일,메리츠화재_별도_당기_단일,메리츠화재_별도_2025-03-31_단일,메리츠화재_별도_당기말,메리츠화재_별도_2025-03-31,메리츠화재_연결_당기말,메리츠화재_연결_2025-03-31,메리츠화재_별도_전기말,메리츠화재_연결_전기말,미래에셋생명_별도_당기말,미래에셋생명_별도_2025-03-31,미래에셋생명_연결_당기말,미래에셋생명_연결_2025-03-31,미래에셋생명_별도_전기_누적,미래에셋생명_별도_2025-03-31_누적,미래에셋생명_연결_전기_누적,미래에셋생명_연결_2025-03-31_누적,미래에셋생명_연결_전기말,미래에셋생명_별도_전기말,미래에셋생명_별도_2025-03-31_단일,미래에셋생명_별도_당기_단일,미래에셋생명_연결_당기_단일,미래에셋생명_연결_2025-03-31_단일,삼성생명_연결_전기_누적,삼성생명_별도_전기_누적,삼성생명_별도_2025-03-31_누적,삼성생명_연결_전기말,삼성생명_연결_당기말,삼성생명_별도_전기말,삼성생명_별도_당기말,삼성생명_연결_2025-03-31,삼성생명_별도_2025-03-31,삼성생명_연결_2025-03-31_누적,삼성생명_별도_2024-12-31,삼성생명_연결_2024-12-31,삼성생명_별도_당기_단일,삼성생명_별도_2025-03-31_단일,삼성생명_연결_당기_단일,삼성생명_연결_2025-03-31_단일,삼성생명_연결_2025-12-31_단일,삼성화재_별도_전기말,삼성화재_연결_당기말,삼성화재_연결_전기말,삼성화재_별도_당기말,삼성화재_연결_2025-03-31_누적,삼성화재_연결_전기_누적,삼성화재_별도_2025-03-31_누적,삼성화재_별도_전기_누적,삼성화재_연결_2024-12-31,삼성화재_별도_2025-03-31,삼성화재_별도_2024-12-31,삼성화재_연결_2025-03-31,삼성화재_연결_2025-03-31_단일,삼성화재_별도_당기_단일,삼성화재_별도_2025-03-31_단일,삼성화재_연결_당기_단일,신한라이프생명_별도_전기말,신한라이프생명_별도_당기말,신한라이프생명_연결_당기말,신한라이프생명_연결_전기말,신한라이프생명_연결_전기_누적,신한라이프생명_별도_2025-03-31_누적,신한라이프생명_별도_전기_누적,신한라이프생명_연결_2025-03-31_누적,신한라이프생명_별도_당기_단일,신한라이프생명_별도_2025-03-31_단일,신한라이프생명_연결_2025-03-31_단일,신한라이프생명_연결_당기_단일,신한라이프생명_별도_2025-03-31,신한라이프생명_연결_2025-03-31,한화생명_연결_전기_누적,한화생명_연결_2025-03-31_누적,한화생명_별도_2025-03-31_누적,한화생명_별도_전기_누적,한화생명_연결_당기말,한화생명_별도_전기말,한화생명_별도_당기말,한화생명_연결_전기말,한화생명_별도_2025-12-31_단일,한화생명_별도_2025-03-31_단일,한화생명_별도_당기_단일,한화생명_연결_2025-03-31_단일,한화생명_연결_당기_단일,한화생명_별도_2025-03-31,한화생명_연결_2025-03-31,한화생명_연결_2025-12-31_단일,한화생명_연결_2024-12-31,한화생명_별도_2024-12-31,현대해상_연결_전기_누적,현대해상_연결_2025-03-31_누적,현대해상_별도_전기_누적,현대해상_별도_2025-03-31_누적,현대해상_연결_당기_단일,현대해상_연결_2025-03-31_단일,현대해상_별도_2025-03-31_단일,현대해상_별도_당기_단일,현대해상_연결_당기말,현대해상_별도_2025-03-31,현대해상_연결_2025-03-31,현대해상_별도_당기말,현대해상_연결_전기말,현대해상_별도_전기말,현대해상_별도_2024-12-31,현대해상_연결_2024-12-31
ifrs-full_IncreaseDecreaseThroughTransfersAndOtherChangesOtherProvisions,"대체와 기타 변동에 따른 증가(감소), 기타충당부채",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-254000000,-528000000,40000000,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_IncreaseDecreaseThroughTransfersIntangibleAssetsAndGoodwill,"대체에 따른 증가(감소), 무형자산 및 영업권",,,,,835000000,,548000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782000000,8266000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_IncreaseDecreaseThroughTransfersIntangibleAssetsOtherThanGoodwill,"대체에 따른 증가(감소), 영업권 이외의 무형자산",,,,,,548000000,,835000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14292000000,19448000000,14292000000,19448000000,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_IncreaseDecreaseThroughTransfersPropertyPlantAndEquipment,"대체에 따른 증가(감소), 유형자산",,,,,-486000000,-1307000000,-2701000000,-1024000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,,,,,,,,,,,,-1832000000,8423000000,240000000,2094000000,,,,,,,,,,,,,,,,,,,,,,,-9020000000,11170000000,-2634000000,-9693000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_IncreaseDecreaseThroughTreasuryShareTransactions,"자기주식 거래에 따른 증가(감소), 지분",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017895992,,1017895992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_IncreaseThroughOriginationOrPurchaseFinancialAssets,"발행 또는 매입에 따른 증가, 금융자산",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13779223000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InsuranceContractsIssuedThatAreAssets,자산인 발행한 보험계약,765280000000,716993000000,765280000000,716993000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364859000000,364859000000,,,271152000000,271152000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46619391274,,46619391274,,34774598623,34774598623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12291509,752521,12291509,752521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9673000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InsuranceContractsIssuedThatAreLiabilities,부채인 발행한 보험계약,40670076000000,38242469000000,31580104000000,29860640000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24651521000000,24704573000000,,,26268003000000,26219701000000,,,,,,,,,97375512779926,96832758625991,93723307455192,94131268435095,,,26584371000000,28145079000000,26584371000000,28145079000000,,,,,,,,,,,,,,,,,,,22092105191429,,22112709699480,,23715710921184,23735689272607,26199434861578,,26199434861578,,,,,,26996698255523,26996698255523,,,,,,,,202007098000000,193408425000000,200846347000000,192270671000000,,,,,,,,,,,48734812310826,47213910257038,49049916676666,46834967973050,,,,,,,,,,,,,47912623000000,45501659000000,45504214000000,47912934000000,,,,,,,,,,,,,,,107840755000000,96935830000000,92651527000000,113103080000000,,,,,,,,,,,,,,,,,,,32855466721632,,,32856613438141,34852333979935,34852924404989,,
ifrs-full_InsuranceContractsLiabilityAsset,보험계약부채(자산),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-856989000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InsuranceContractsThatAreAssets,자산인 보험계약,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InsuranceContractsThatAreLiabilities,부채인 보험계약,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190261117000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InsuranceFinanceIncomeExpenses,보험금융수익(비용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2893882000000,-2886156000000,-1897501000000,,,,,,,-1903909000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-227412951575,-210034740055,-227412951575,-210034740055,,,,,,,,,,,,
ifrs-full_InsuranceFinanceIncomeExpensesFromInsuranceContractsIssuedRecognisedInProfitOrLoss,당기손익으로 인식한 발행한 보험계약의 보험금융수익(비용),,,,,-353981000000,-194520000000,-270704000000,-214454000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InsuranceRevenue,보험수익,,,,,4213472000000,3776922000000,4050681000000,3910358000000,,,,,,3910358000000,3776922000000,4213472000000,4050681000000,,231721000000,213681000000,213681000000,231721000000,231721000000,231721000000,213681000000,213681000000,,,,,,,2592671000000,2739499000000,2749778000000,2749778000000,2582043000000,2739499000000,2582043000000,2592671000000,,,,,,,1140756591562,964127751554,970435781209,1138584718357,970435781209,1140756591562,1138584718357,964127751554,,,,,,,,,,,300290000000,300290000000,321755000000,321755000000,321755000000,321755000000,300290000000,300290000000,,,2251324760805,2439368842691,2429577742411,2239910666989,2251324760805,2439368842691,2429577742411,2239910666989,,,,,,,,,,,288066697379,259227865492,288066697379,259227865492,,,259227865492,288066697379,288066697379,259227865492,2557030000000,2526031000000,2384726000000,,,,,,,2406493000000,,,2526031000000,2384726000000,2557030000000,2406493000000,,,,,,4567568248042,4773632844598,4479967236631,4662868091181,,,,,4567568248042,4662868091181,4479967236631,4773632844598,,,,,810640000000,743776000000,807270000000,745597000000,807270000000,743776000000,745597000000,810640000000,,,3074295000000,2758482000000,1254177000000,1369205000000,,,,,,1254177000000,1369205000000,2758482000000,3074295000000,,,,,,3510789956723,3431501456159,3512212310647,3432633859483,3510789956723,3431501456159,3432633859483,3512212310647,,,,,,,,
ifrs-full_InsuranceServiceExpensesFromInsuranceContractsIssued,발행한 보험계약에서 생기는 보험서비스비용,,,,,3900686000000,3295457000000,3534575000000,3633056000000,,,,,,3633056000000,3295457000000,3900686000000,3534575000000,,158710000000,134557000000,134557000000,158710000000,158710000000,158710000000,134557000000,134557000000,,,,,,,2289193000000,2379523000000,2376560000000,2376560000000,2291897000000,2379523000000,2291897000000,2289193000000,,,,,,,938946123577,787556271436,801324720861,933304112235,801324720861,938946123577,933304112235,787556271436,,,,,,,,,,,298718000000,298718000000,293598000000,293598000000,293598000000,293598000000,298718000000,298718000000,,,1814096784644,2018408975317,2011935575902,1806003085314,1814096784644,2018408975317,2011935575902,1806003085314,,,,,,,,,,,265336550848,201207142378,265336550848,201207142378,,,201207142378,265336550848,265336550848,201207142378,2252435000000,2232248000000,2064138000000,,,,,,,2078110000000,,,2232248000000,2064138000000,2252435000000,2078110000000,,,,,,4101678094298,3949755490252,4044437989736,3883359327821,,,,,4101678094298,3883359327821,4044437989736,3949755490252,,,,,641101000000,529587000000,634236000000,533588000000,634236000000,529587000000,533588000000,641101000000,,,2794965000000,2421663000000,1117431000000,1266120000000,,,,,,1117431000000,1266120000000,2421663000000,2794965000000,,,,,,2878810064093,2963144924319,2976342615773,3068640770570,2878810064093,2963144924319,3068640770570,2976342615773,,,,,,,,
ifrs-full_InsuranceServiceResult,보험서비스결과,,,,,243646000000,402719000000,421448000000,226559000000,,,,,,226559000000,402719000000,243646000000,421448000000,,72233000000,83549000000,83549000000,72233000000,66193000000,66193000000,77253000000,77253000000,,,,,,,273093000000,182800000000,191327000000,191327000000,263066000000,182800000000,263066000000,273093000000,,,,,,,180010209019,163110340125,154703487583,184786615531,154703487583,180010209019,184786615531,163110340125,,,,,,,,,,,4071000000,4071000000,22385000000,22385000000,22385000000,22385000000,4071000000,4071000000,,,361653331340,334564252918,334565043124,359840075626,361653331340,334564252918,334565043124,359840075626,,,,,,,,,,,7700435989,38885306583,-185595892,31450607677,,,38885306583,7700435989,-185595892,31450607677,251230000000,256477000000,277882000000,,,,,,,277718000000,,,256477000000,277882000000,251230000000,277718000000,,,,,,506851139080,528919615589,481593295456,514384371579,,,,,506851139080,514384371579,481593295456,528919615589,,,,,157520000000,189026000000,161305000000,186990000000,161305000000,189026000000,186990000000,157520000000,,,146184000000,233355000000,104208000000,62394000000,,,,,,104208000000,62394000000,233355000000,146184000000,,,,,,398601390419,280705755590,302065359795,175913949482,398601390419,280705755590,175913949482,302065359795,,,,,,,,
ifrs-full_IntangibleAssetsAndGoodwill,무형자산 및 영업권,156053000000,156429000000,,,,,,,,,,,175566000000,,,,,180318000000,,,,,,,,,148238000000,137816000000,140985000000,130205000000,,,,,,,,,,,105772000000,119415000000,,,124741000000,109863000000,,,,,,,,,145431036062,57076739526,55272014297,140878266244,,,,,,,,,,,,,,,,,,,,,,,,,45525833621,,45525833621,,37408893949,37408893949,26945444636,,27574329732,,,,,,28551429868,27860664825,,,,,,,,612146000000,593733000000,211846000000,222582000000,,,,,,,,,,,,,,,,,,,,,,,,,,,166972000000,156430000000,182648000000,193637000000,,,,,,,,,,,,,,,1172423000000,189828000000,194765000000,1140831000000,,,,,,,706677000000,,640673000000,,,,,,,,,,98231772006,,,,98706878338,,,
ifrs-full_IntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산,,,74421000000,69747000000,,,,,,,82790000000,85256000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25877000000,27532000000,26135000000,27796000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211846000000,222582000000,,,,,,,,,,,249324819431,269977517368,261424226084,257910067027,,,,,247034000000,234224000000,237066000000,244270000000,,,,,,,,,,,,,,,,,,,,,,,,189828000000,194765000000,,,,,,,214478000000,,,,216853000000,,,,,,,,,,,,90331858685,,90502281310,,
ifrs-full_InterestExpense,이자비용,,,,,174675000000,95400000000,139090000000,113967000000,,,,,,113967000000,95400000000,174675000000,139090000000,,3418000000,2685000000,2685000000,3418000000,1976000000,1976000000,1997000000,1997000000,,,,,,,58115000000,93569000000,97603000000,97603000000,57906000000,93569000000,57906000000,58115000000,,,,,,,135221950625,39317908380,95340352768,72641268274,95340352768,135221950625,72641268274,39317908380,,,,,,,,,,,35316000000,35316000000,48036000000,48036000000,48050000000,48050000000,35345000000,35345000000,,,123623276236,129419608880,116584932943,122266119198,123623276236,129419608880,116584932943,122266119198,,,,,,,,,,,6058759158,3158728777,6126584732,3242638138,,,3158728777,6058759158,6126584732,3242638138,456755000000,253655000000,276456000000,,,,,,,454948000000,,,253655000000,276456000000,456755000000,454948000000,,,,,,153923081048,179265770616,132585724305,164055349383,,,,,153923081048,164055349383,132585724305,179265770616,,,,,21914000000,15395000000,21787000000,15549000000,21787000000,15395000000,15549000000,21914000000,,,263267000000,149695000000,34027000000,34842000000,,,,,,34027000000,34842000000,149695000000,263267000000,,,,,,68492942495,62172745927,68910269577,58578161864,68492942495,62172745927,58578161864,68910269577,,,,,,,,
ifrs-full_InterestExpenseIncomeNetDefinedBenefitLiabilityAsset,"이자비용(수익), 순확정급여부채(자산)",,,,,-357000000,-433000000,-856000000,-253000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-811000000,-1288000000,-551000000,-965000000,,,,,,,,,,,,,,,,,,,,,,,798000000,118000000,-209000000,-349000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InterestExpenseOnLeaseLiabilities,리스부채에 대한 이자비용,,,,,395000000,338000000,377000000,353000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908000000,955000000,1013000000,805000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifrs-full_InterestPaidClassifiedAsOperatingActivities,영업활동으로 분류된 이자지급,,,,,42581000000,5850000000,33961000000,14091000000,,,,,,,,,,,,2310000000,,2972000000,1932000000,,1932000000,,,,,,,,6905000000,,14390000000,,6725000000,13025000000,,,,,,,,,132603863166,38002621735,92287713113,70606750229,,,,,,,,,,,,,,,,35197000000,,4940000000,,4976000000,,35259000000,,,122958771429,128729057369,115894381432,121601614391,,,,,,,,,,,,,,,5789235600,2980087832,4593635970,2980087832,,,,,,,221790000000,13138000000,6625000000,,,,,,,177470000000,,,,,,,,,,,,5174633853,6892936695,1571529048,849124096,,,,,,,,,,,,,8817000000,4420000000,8690000000,4574000000,,,,,,,258158000000,148444000000,13112000000,36699000000,,,,,,,,,,,,,,,35494967509,30103584504,33499996140,26830491522,,,,,,,,,,,,
ifrs-full_InterestReceivedClassifiedAsOperatingActivities,영업활동으로 분류된 이자수취,,,,,510414000000,352571000000,505613000000,353830000000,,,,,,,,,,,,145996000000,,154470000000,154005000000,,145707000000,,,,,,,,252387000000,,293809000000,,247754000000,280937000000,,,,,,,,,1016636127080,732740250341,868926649774,828661685167,,,,,,,,,,,,,,,,225538000000,,224234000000,,224234000000,,225629000000,,,362351023580,352450545121,344155314662,354764246516,,,,,,,,,,,,,,,239518279552,228941905048,240832986429,229583469657,,,,,,,2321434000000,1704416000000,1660945000000,,,,,,,2267692000000,,,,,,,,,,,,509017469919,453871623004,538533774185,562985154196,,,,,,,,,,,,,320420000000,348761000000,309386000000,355579000000,,,,,,,1237028000000,974792000000,683662000000,724955000000,,,,,,,,,,,,,,,359872600236,336422524605,350259442334,327865359210,,,,,,,,,,,,
ifrs-full_InterestRevenueCalculatedUsingEffectiveInterestMethod,유효이자율법을 사용하여 계산한 이자수익,,,,,539866000000,374586000000,520853000000,375393000000,,,,,,375393000000,374586000000,539866000000,520853000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122047524155,120199345116,122691432757,121038247493,,,120199345116,122047524155,122691432757,121038247493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323296178750,301138273873,312850705503,291096508210,323296178750,301138273873,291096508210,312850705503,,,,,,,,
ifrs-full_InvestmentAccountedForUsingEquityMethod,지분법적용 투자지분,457721000000,477145000000,,,,,,,,,,,,,,,,,,,,,,,,,29202000000,25503000000,,,,,,,,,,,,,,81526000000,,,80917000000,,,,,,,,,,147532673599,,,154016485242,,,,,,,,,,,,,,,,,,,,,,,,,,,215656212342,,,204246537866,,,81819345853,,,,,,78496021501,,,,,,,,,3013372000000,3072621000000,,,,,,,,,,,,,,1813496960963,1722398081907,,,,,,,,,,,,,,339581000000,339581000000,38957000000,39474000000,,,,,,,,,,,,,,,482546000000,,,424138000000,,,,,,,,,,,,,,,,,,,224863301585,,,,202504702301,,,
ifrs-full_InvestmentContractsLiabilities,투자계약부채,14046547000000,13369420000000,12963233000000,12335709000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18392813832856,18578965665688,18957048292079,18781976548732,,,3649785000000,3705358000000,3647159000000,3702749000000,,,,,,,,,,,,,,,,,,,11138887342150,,11138887342150,,10891756074550,10891756074550,2077055784473,,2077055784473,,,,,,2179749901051,2179749901051,,,,,,,,29166074000000,28248563000000,29374284000000,28447274000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1541684000000,1314282000000,1314282000000,1541684000000,,,,,,,,,,,,,,,9787710000000,10252431000000,10034823000000,9979168000000,,,,,,,,,,,,,,,,,,,4364134139559,,,4534055403531,4456143855405,4633636582315,,
ifrs-full_InvestmentIncome,투자수익,,,,,2657914000000,1006684000000,1364293000000,1660606000000,,,,,,1660606000000,1006684000000,2657914000000,1364293000000,,977918000000,481658000000,481658000000,977918000000,978007000000,978007000000,481641000000,481641000000,,,,,,,619604000000,856241000000,881052000000,881052000000,615460000000,856241000000,615460000000,619604000000,,,,,,,7925145097214,2487771437430,3625459982918,5435511826054,3625459982918,7925145097214,5435511826054,2487771437430,,,,,,,,,,,527634000000,527634000000,777850000000,777850000000,787795000000,787795000000,540839000000,540839000000,,,663788757969,799412781016,765245977490,657672249429,663788757969,799412781016,765245977490,657672249429,,,,,,,,,,,2446502536139,791467581095,2498291972915,812599367784,,,791467581095,2446502536139,2498291972915,812599367784,12122184000000,9341306000000,4275635000000,,,,,,,5968016000000,,,9341306000000,4275635000000,12122184000000,5968016000000,,,,,,1174583157287,1812198429011,1070001858359,1587237502047,,,,,1174583157287,1587237502047,1070001858359,1812198429011,,,,,1881179000000,908004000000,1705762000000,979458000000,1705762000000,908004000000,979458000000,1881179000000,,,6825173000000,3587122000000,2089099000000,3918991000000,,,,,,2089099000000,3918991000000,3587122000000,6825173000000,,,,,,1102028942423,701365367450,1053019551528,676363183790,1102028942423,701365367450,676363183790,1053019551528,,,,,,,,
ifrs-full_InvestmentProperty,투자부동산,1460450000000,1489327000000,752701000000,753369000000,,,,,,,751055000000,750556000000,1480261000000,,,,,1453493000000,,,,,,,,,35596000000,35418000000,43374000000,43311000000,,,,,,,,,,,10869000000,5157000000,,,5203000000,10976000000,,,,,,,,,1018031883851,1133732730937,1117319621299,1291644375901,,,310586000000,306742000000,300041000000,296135000000,,,,,,,,,,,,,,,,,,,273357540668,,273357540668,,274328032748,274328032748,,,,,,,,,,,,,,,,,,6009332000000,5873965000000,3011703000000,2969743000000,6670774000000,3595012000000,,3549899000000,6612308000000,,,,,,193394379202,1196874767970,1187444380199,209880103155,,,,,1586787000000,184644000000,186377000000,1583832000000,,,,,13973000000,13920000000,13920000000,13973000000,,,,,,,,,,,,,,,2342685000000,1405619000000,1408736000000,2331997000000,,,,,,1446763000000,2408219000000,,2430234000000,1450699000000,,,,,,,,,422306342300,,,257855075373,414686362538,347424871893,,
ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,"종속기업, 공동기업과 관계기업에 대한 투자자산",,,1087038000000,1089596000000,,,,,,,,,,,,,,,,,,,,,,,,,233432000000,229733000000,,,,,,,,,,,584338000000,,,,,1048552000000,,,,,,,,,,3520210613189,3618504416759,,,,,,,,,,,,,,,,,,,,,,,,,,227356906124,,,,219756806124,,142042965503,,,,,,,,,142042965503,,,,,,,,,,23986536000000,24334797000000,,,,,,,,,,,1613522000876,,,1613589433976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12141725000000,12316018000000,,,,,,,,,,,,,,,,,,,,224863301585,,,346988179757,202504702301,337372021146,,
ifrs-full_IssuedCapital,자본금,35400000000,35400000000,35400000000,35400000000,,,,,,,,,,,,,,,,,,,,,,,162015000000,162015000000,162015000000,162015000000,,,,,,,,,,,33250000000,33250000000,,,33250000000,33250000000,,,,,,,,,102500000000,102500000000,102500000000,102500000000,,,806793000000,806793000000,806793000000,806793000000,,,,,,,,,,,,,,,,,,,60312500000,,60312500000,,60312500000,60312500000,990714745000,,990714745000,,,,,,990714745000,990714745000,,,,,,,,100000000000,100000000000,100000000000,100000000000,,,,,,,,,,,26473418500,26473418500,26473418500,26473418500,,,,,,,,,,,,,578274000000,578274000000,578274000000,578274000000,,,,,,,,,,,,,,,4342650000000,4342650000000,4342650000000,4342650000000,,,,,,,,,,,,,,,,,,,44700000000,,,44700000000,44700000000,44700000000,,
