account_id,label_kor,DB손해보험_연결_전기말,DB손해보험_연결_당기말,DB손해보험_별도_전기말,DB손해보험_별도_당기말,DB손해보험_연결_전기_누적,DB손해보험_별도_2025-03-31_누적,DB손해보험_연결_2025-03-31_누적,DB손해보험_별도_전기_누적,DB손해보험_연결_2025-12-31_단일,DB손해보험_별도_2025-12-31_단일,DB손해보험_별도_2025-03-31,DB손해보험_별도_2024-12-31,DB손해보험_연결_2025-03-31,DB손해보험_별도_당기_단일,DB손해보험_별도_2025-03-31_단일,DB손해보험_연결_당기_단일,DB손해보험_연결_2025-03-31_단일,DB손해보험_연결_2024-12-31,KB생명_연결_당기_단일,KB생명_연결_2025-03-31_누적,KB생명_연결_2025-03-31_단일,KB생명_연결_전기_누적,KB생명_별도_전기_누적,KB생명_별도_당기_단일,KB생명_별도_2025-03-31_누적,KB생명_별도_2025-03-31_단일,KB생명_연결_전기말,KB생명_연결_당기말,KB생명_별도_전기말,KB생명_별도_당기말,KB생명_연결_2025-03-31,KB생명_별도_2025-03-31,KB손해보험_연결_2025-03-31_누적,KB손해보험_별도_당기_단일,KB손해보험_연결_전기_누적,KB손해보험_연결_당기_단일,KB손해보험_별도_2025-03-31_누적,KB손해보험_별도_전기_누적,KB손해보험_별도_2025-03-31_단일,KB손해보험_연결_2025-03-31_단일,KB손해보험_별도_당기말,KB손해보험_연결_당기말,KB손해보험_연결_2025-03-31,KB손해보험_별도_2025-03-31,KB손해보험_연결_전기말,KB손해보험_별도_전기말,교보생명_연결_전기_누적,교보생명_별도_2025-03-31_누적,교보생명_연결_2025-03-31_누적,교보생명_별도_전기_누적,교보생명_연결_2025-03-31_단일,교보생명_연결_당기_단일,교보생명_별도_당기_단일,교보생명_별도_2025-03-31_단일,교보생명_연결_전기말,교보생명_별도_전기말,교보생명_별도_당기말,교보생명_연결_당기말,교보생명_연결_2025-03-31,교보생명_별도_2025-03-31,동양생명_별도_당기말,동양생명_별도_전기말,동양생명_연결_당기말,동양생명_연결_전기말,동양생명_별도_2025-03-31_단일,동양생명_별도_2025-03-31_누적,동양생명_별도_당기_단일,동양생명_별도_전기_누적,동양생명_연결_당기_단일,동양생명_연결_전기_누적,동양생명_연결_2025-03-31_단일,동양생명_연결_2025-03-31_누적,동양생명_별도_2025-03-31,동양생명_연결_2025-03-31,메리츠화재_연결_2025-03-31_누적,메리츠화재_연결_전기_누적,메리츠화재_별도_전기_누적,메리츠화재_별도_2025-03-31_누적,메리츠화재_연결_2025-03-31_단일,메리츠화재_연결_당기_단일,메리츠화재_별도_당기_단일,메리츠화재_별도_2025-03-31_단일,메리츠화재_별도_당기말,메리츠화재_별도_2025-03-31,메리츠화재_연결_당기말,메리츠화재_연결_2025-03-31,메리츠화재_별도_전기말,메리츠화재_연결_전기말,미래에셋생명_별도_당기말,미래에셋생명_별도_2025-03-31,미래에셋생명_연결_당기말,미래에셋생명_연결_2025-03-31,미래에셋생명_별도_전기_누적,미래에셋생명_별도_2025-03-31_누적,미래에셋생명_연결_전기_누적,미래에셋생명_연결_2025-03-31_누적,미래에셋생명_연결_전기말,미래에셋생명_별도_전기말,미래에셋생명_별도_2025-03-31_단일,미래에셋생명_별도_당기_단일,미래에셋생명_연결_당기_단일,미래에셋생명_연결_2025-03-31_단일,삼성생명_연결_전기_누적,삼성생명_별도_전기_누적,삼성생명_별도_2025-03-31_누적,삼성생명_연결_전기말,삼성생명_연결_당기말,삼성생명_별도_전기말,삼성생명_별도_당기말,삼성생명_연결_2025-03-31,삼성생명_별도_2025-03-31,삼성생명_연결_2025-03-31_누적,삼성생명_별도_2024-12-31,삼성생명_연결_2024-12-31,삼성생명_별도_당기_단일,삼성생명_별도_2025-03-31_단일,삼성생명_연결_당기_단일,삼성생명_연결_2025-03-31_단일,삼성생명_연결_2025-12-31_단일,삼성화재_별도_전기말,삼성화재_연결_당기말,삼성화재_연결_전기말,삼성화재_별도_당기말,삼성화재_연결_2025-03-31_누적,삼성화재_연결_전기_누적,삼성화재_별도_2025-03-31_누적,삼성화재_별도_전기_누적,삼성화재_연결_2024-12-31,삼성화재_별도_2025-03-31,삼성화재_별도_2024-12-31,삼성화재_연결_2025-03-31,삼성화재_연결_2025-03-31_단일,삼성화재_별도_당기_단일,삼성화재_별도_2025-03-31_단일,삼성화재_연결_당기_단일,신한라이프생명_별도_전기말,신한라이프생명_별도_당기말,신한라이프생명_연결_당기말,신한라이프생명_연결_전기말,신한라이프생명_연결_전기_누적,신한라이프생명_별도_2025-03-31_누적,신한라이프생명_별도_전기_누적,신한라이프생명_연결_2025-03-31_누적,신한라이프생명_별도_당기_단일,신한라이프생명_별도_2025-03-31_단일,신한라이프생명_연결_2025-03-31_단일,신한라이프생명_연결_당기_단일,신한라이프생명_별도_2025-03-31,신한라이프생명_연결_2025-03-31,한화생명_연결_전기_누적,한화생명_연결_2025-03-31_누적,한화생명_별도_2025-03-31_누적,한화생명_별도_전기_누적,한화생명_연결_당기말,한화생명_별도_전기말,한화생명_별도_당기말,한화생명_연결_전기말,한화생명_별도_2025-12-31_단일,한화생명_별도_2025-03-31_단일,한화생명_별도_당기_단일,한화생명_연결_2025-03-31_단일,한화생명_연결_당기_단일,한화생명_별도_2025-03-31,한화생명_연결_2025-03-31,한화생명_연결_2025-12-31_단일,한화생명_연결_2024-12-31,한화생명_별도_2024-12-31,현대해상_연결_전기_누적,현대해상_연결_2025-03-31_누적,현대해상_별도_전기_누적,현대해상_별도_2025-03-31_누적,현대해상_연결_당기_단일,현대해상_연결_2025-03-31_단일,현대해상_별도_2025-03-31_단일,현대해상_별도_당기_단일,현대해상_연결_당기말,현대해상_별도_2025-03-31,현대해상_연결_2025-03-31,현대해상_별도_당기말,현대해상_연결_전기말,현대해상_별도_전기말,현대해상_별도_2024-12-31,현대해상_연결_2024-12-31
dart_OtherOperatingIncomeInvestment,기타투자영업이익,,,,,160699000000,143420000000,127193000000,227167000000,,,,,,227167000000,143420000000,160699000000,127193000000,,42548000000,37975000000,37975000000,42548000000,43153000000,43153000000,38264000000,38264000000,,,,,,,90804000000,116226000000,115056000000,115056000000,92858000000,116226000000,92858000000,90804000000,,,,,,,184043171253,237136855686,222012526300,204909670537,222012526300,184043171253,204909670537,237136855686,,,,,,,,,,,4612000000,4612000000,5238000000,5238000000,4819000000,4819000000,4286000000,4286000000,,,111785457279,216279085156,219601300891,119486936373,111785457279,216279085156,219601300891,119486936373,,,,,,,,,,,39946569435,43483302428,39946569435,43483302428,,,43483302428,39946569435,39946569435,43483302428,797622000000,532051000000,26013000000,,,,,,,63421000000,,,532051000000,26013000000,797622000000,63421000000,,,,,,147797759543,160314066192,129965048171,146457500459,,,,,147797759543,146457500459,129965048171,160314066192,,,,,66149000000,696000000,1399000000,63983000000,1399000000,696000000,63983000000,66149000000,,,389201000000,259656000000,28226000000,30184000000,,,,,,28226000000,30184000000,259656000000,389201000000,,,,,,22641743205,24451015660,14003782234,11585959138,22641743205,24451015660,11585959138,14003782234,,,,,,,,
dart_OtherPayablesTrust,"미지급금, 신탁계정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47052000000,33737000000,47051000000,33737000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_Payables,미지급금,354805000000,431376000000,274249000000,229411000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400000000,38207000000,54965000000,44450000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_PolicyholdersEquityAdjustment,계약자지분조정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167845375053,167845375053,167845375053,167845375053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_ProceedsFromDisposalOfFinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsInvestingActivities,당기손익-공정가치측정금융자산의 처분,,,,,640129000000,477298000000,175893000000,799173000000,,,,,,,,,,,,40423000000,,122288000000,122288000000,,40423000000,,,,,,,,600747000000,,288731000000,,600747000000,288731000000,,,,,,,,,2467820509540,2081637619682,2094993989610,2459719858214,,,,,,,,,,,,,,,,325696000000,,23569000000,,23569000000,,325696000000,,,,,,,,,,,,,,,,,,,,,132596456999,148816120626,132596456999,148816120626,,,,,,,436906000000,207058000000,422430000000,,,,,,,576719000000,,,,,,,,,,,,178989889803,311243035476,233285918682,346425115845,,,,,,,,,,,,,292267000000,138239000000,238774000000,130032000000,,,,,,,7132828000000,4396237000000,4340425000000,6905497000000,,,,,,,,,,,,,,,333055763046,231442957577,338766879780,230504263918,,,,,,,,,,,,
dart_ProceedsFromSalesOfFinancialAssetsAtAmortisedCostClassifiedAsInvestingActivities,상각후원가측정금융자산의처분 - 투자활동,,,,,89041000000,,36266000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31762632838,22458906208,33509056208,21726737838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16265000000,,,,,,,,,5749000000,,,,,,,,,,,,620000000,42366321542,620000000,188000000,,,,,,,,,,,,,772000000000,0,772000000000,0,,,,,,,96766000000,150206000000,150206000000,38331000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_ProceedsFromSalesOfFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산의처분,,,,,612681000000,969062000000,1188782000000,538920000000,,,,,,,,,,,,197495000000,,378527000000,378527000000,,197495000000,,,,,,,,747424000000,,1254713000000,,747424000000,1254713000000,,,,,,,,,4980004978557,8053588924552,8551267582268,4970004978557,,,,,,,,,,,,,,,,1364845000000,,547066000000,,547066000000,,1364845000000,,,2633703380803,1594257141614,1594496900604,2633565805522,,,,,,,,,,,,,,,248333404009,285837644585,248333404009,285837644585,,,,,,,6567095000000,6512125000000,3607879000000,,,,,,,3939115000000,,,,,,,,,,,,1257670124631,1712203857933,1258141767440,1712203857933,,,,,,,,,,,,,1089550000000,1957073000000,1072521000000,1971130000000,,,,,,,2132366000000,960628000000,886173000000,1781737000000,,,,,,,,,,,,,,,220655867293,300163349448,212800206082,285401746503,,,,,,,,,,,,
dart_ProceedsFromSalesOfIntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산의 처분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406493,0,,,,,,,,,,,,
dart_ProceedsFromSalesOfInvestmentsInSubsidiaries,종속기업에 대한 투자자산의 처분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345956855,,5587851035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_ProceedsFromSalesOfInvestmentsInSubsidiariesJointVenturesAndAssociates,"종속기업, 조인트벤처와 관계기업에 대한 투자자산의 처분",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5377000000,794375000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96509000000,203379000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_PurchaseOfFinancialAssetsAtAmortisedCostClassifiedAsInvestingActivities,상각후원가측정금융자산의취득 - 투자활동,,,,,7736000000,,59753000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,,14952000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13727000000,,,,,,,,,10181000000,,,,,,,,,,,,85457378716,60789884319,,,,,,,,,,,,,,,,,,,,,,,,,110541000000,8540000000,8540000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_PurchaseOfFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산의취득,,,,,4163217000000,1384688000000,1978598000000,3293781000000,,,,,,,,,,,,763574000000,,925778000000,925778000000,,763574000000,,,,,,,,1117560000000,,2250084000000,,1117560000000,2250084000000,,,,,,,,,5321355458411,9657631489630,10536710206057,5321355458411,,,,,,,,,,,,,,,,1831458000000,,664475000000,,664475000000,,1831459000000,,,1780044848290,3043352483466,3043352483466,1780044848290,,,,,,,,,,,,,,,208282059225,397104895924,208282059225,397104895924,,,,,,,4729435000000,4675052000000,4334781000000,,,,,,,4696345000000,,,,,,,,,,,,1971146890694,3316522853368,1971146890694,3316522853368,,,,,,,,,,,,,2574552000000,1301069000000,2537194000000,1339536000000,,,,,,,3134691000000,2592515000000,2125890000000,2554890000000,,,,,,,,,,,,,,,555233754369,1316719178055,542933828570,1313302707899,,,,,,,,,,,,
dart_PurchaseOfFinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsInvestingActivities,당기손익-공정가치측정금융자산의 취득,,,,,644602000000,513544000000,402840000000,1143074000000,,,,,,,,,,,,84752000000,,188325000000,188325000000,,84752000000,,,,,,,,470955000000,,297429000000,,470955000000,297429000000,,,,,,,,,3935911938448,3601998539093,3628321319961,3908142751898,,,,,,,,,,,,,,,,126970000000,,22651000000,,22651000000,,126970000000,,,,,,,,,,,,,,,,,,,,,45858955051,63634961183,36945504867,51477211227,,,,,,,632972000000,105272000000,206388000000,,,,,,,594265000000,,,,,,,,,,,,299880115876,288842712609,347265840542,344614798386,,,,,,,,,,,,,305148000000,215631000000,191335000000,179418000000,,,,,,,7526441000000,5495578000000,5383066000000,7399717000000,,,,,,,,,,,,,,,241088960630,311994931537,304199771176,307993296264,,,,,,,,,,,,
dart_PurchaseOfIntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산의 취득,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173288278,1586751833,,,,,,,,,,,,
dart_PurchaseOfInvestmentsInSubsidiaries,종속기업에 대한 투자자산의 취득,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52095384657,,108254791556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_PurchaseOfInvestmentsInSubsidiariesJointVenturesAndAssociates,"종속기업, 조인트벤처와 관계기업에 대한 투자자산의 취득",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845000000,534335000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164623000000,292744000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_PurchaseOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정으로 분류된 비유동자산이나 처분자산집단의 취득,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_RegulatoryReserveForCreditLoss,대손준비금 기적립액,72351000000,125517000000,49766000000,103056000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32909000000,32909000000,,,34085000000,34085000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451943366535,,451943366535,,195650349399,195650349399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170245602530,164952981225,170245602530,164952981225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70964361692,,,70858265569,123467407109,123341883068,,
dart_RegulatoryReserveForCreditLossToBeAddedReversed,대손준비금 적립(환입)예정액,53166000000,3675000000,53290000000,2304000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529000000,2529000000,,,-1177000000,-1177000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34306169596,,34306169596,,256293017136,256293017136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5292621305,-1291671011,-5292621305,-1291671011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30007300123,,,29992147285,-52503045417,-52483617499,,
dart_RegulatoryReserveToBeAddedReversed,감독목적상 적립금 전입(환입) 예정액,,,,,339384000000,342773000000,380195000000,284690000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63259000000,,109754000000,,109754000000,,63259000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_RestrictedFinancialAssets,사용이 제한된 금융자산,170918000000,172233000000,88647000000,65462000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51284000000,39769000000,51284000000,39769000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49421000000,49042000000,49969000000,48466000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_ReversalsOfImpairmentLossesOfFinancialAssets,신용손실충당금 환입액,,,,,12939000000,11738000000,12445000000,12411000000,,,,,,12411000000,11738000000,12939000000,12445000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4913000000,4913000000,0,0,0,0,4913000000,4913000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291629569,5409251435,3999255320,5265588798,,,,,4291629569,5265588798,3999255320,5409251435,,,,,462000000,3171000000,357000000,3326000000,357000000,3171000000,3326000000,462000000,,,,,,,,,,,,,,,,,,,,,0,310970179,0,243640587,0,310970179,243640587,0,,,,,,,,
dart_SalesPromotionExpenses,판매촉진비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60030000000,,63276000000,,63276000000,,60030000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SecuritiesAtAmortisedCost,상각후원가측정유가증권,1354693000000,1326703000000,,,,,,,,,,,,,,,,,,,,,,,,,728086000000,772081000000,718086000000,762081000000,,,,,,,,,,,20000000000,30185000000,,,29790000000,20000000000,,,,,,,,,1309734576418,1098380680768,1079203347943,1301988785132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668466766686,2138243597116,2096446280610,1669017112807,,,,,,,,,,,,,3950344000000,3183206000000,3191738000000,3958459000000,,,,,,,,,,,,,,,12172408000000,10689107000000,10909031000000,11834111000000,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SecuritiesAtAmortisedCostUndiscountedCashFlows,"상각후원가측정유가증권, 미할인현금흐름",1356803000000,1328559000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668666000000,2138644000000,2096833000000,1669215000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SecuritiesAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정유가증권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000897152399,,11000897152399,,,,,,11663557366015,11663557366015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35288458000000,34894563000000,35364355000000,35710318000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SecuritiesAtFairValueThroughOtherComprehensiveIncomeUndiscountedCashFlows,"기타포괄손익-공정가치측정유가증권, 미할인현금흐름",27077719000000,29830837000000,19034143000000,21356680000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SecuritiesAtFairValueThroughProfitOrLoss,당기손익-공정가치측정유가증권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16960715173849,,16987605518942,,,,,,16902980670842,16899374928281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_ShareOfRetainedEarningsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법 이익잉여금 변동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-352000000,,,,,,,,,157000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_ShortTermOtherGuaranteeDepositReceived,단기기타보증금,1398000000,1042000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SupplyExpenses,소모품비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000000,,61000000,,61000000,,61000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_SurrenderValueReserve,해약환급금준비금 기적립액,5056047000000,6549718000000,3239227000000,4541287000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646236000000,3646236000000,,,2838012000000,2838012000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2976566402034,,2976566402034,,1793089349103,1793089349103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213099295302,4130069969530,2213099295302,4130069969530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3916614588910,,,3916614588910,4018336788737,4018336788737,,
dart_SurrenderValueReserveToBeAdded,해약환급금준비금 적립(환입)예정액,1493671000000,317420000000,1302060000000,264097000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186828000000,186828000000,,,808224000000,808224000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248664298472,,248664298472,,1183477052931,1183477052931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916970674228,535034521885,1916970674228,535034521885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198402623162,,,198402623162,-101722199827,-101722199827,,
dart_TaxesDues,세금과공과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10689000000,,13435000000,,13435000000,,10689000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925000000,1040000000,925000000,1040000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_TrainingExpenses,교육훈련비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454000000,,242000000,,242000000,,454000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723000000,4097000000,3669000000,4031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments,기타포괄손익지분증권처분이익잉여금대체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_TransferToImpairedFinancialAssets,신용이 손상된 금융자산으로 대체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dart_TransferToLifetimeExpectedCreditLossesType,전체기간 기대신용측정 금융자산으로 대체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
